idx,word,examples,phrases,distractors,batch,category,meanings,note,etymology,script,rare_kanji,complexity,retired
112,いか,"[{""word"": ""いかがいる"", ""reading"": ""いかがいる"", ""meaning"": ""there is a squid"", ""tags"": []}]","[{""word"": ""いかがいる"", ""reading"": ""いかがいる"", ""meaning"": ""there is a squid"", ""tags"": []}, {""word"": ""小さいいか"", ""reading"": ""ちいさいいか"", ""meaning"": ""a small squid""}, {""word"": ""いかを見に行く"", ""reading"": ""いかをみにいく"", ""meaning"": ""go see squid""}]","[{""word"": ""いが"", ""reading"": ""いが"", ""meaning"": ""(non-word)""}]",1,Animals,squid,,native Japanese,hiragana,烏賊,2,false
113,えび,"[{""word"": ""えびがいる"", ""reading"": ""えびがいる"", ""meaning"": ""there is a shrimp"", ""tags"": []}]","[{""word"": ""えびがいる"", ""reading"": ""えびがいる"", ""meaning"": ""there is a shrimp"", ""tags"": []}, {""word"": ""小さいえび"", ""reading"": ""ちいさいえび"", ""meaning"": ""a small shrimp""}, {""word"": ""えびを見に行く"", ""reading"": ""えびをみにいく"", ""meaning"": ""go see shrimp""}]","[{""word"": ""えひ"", ""reading"": ""えひ"", ""meaning"": ""(non-word)""}]",1,Animals,shrimp,,native Japanese,hiragana,海老,2,false
114,あり,"[{""word"": ""ありがいる"", ""reading"": ""ありがいる"", ""meaning"": ""there is a ant"", ""tags"": []}]","[{""word"": ""ありがいる"", ""reading"": ""ありがいる"", ""meaning"": ""there is a ant"", ""tags"": []}, {""word"": ""小さいあり"", ""reading"": ""ちいさいあり"", ""meaning"": ""a small ant""}, {""word"": ""ありを見に行く"", ""reading"": ""ありをみにいく"", ""meaning"": ""go see ant""}]",[],1,Animals,ant,,native Japanese,hiragana,蟻,2,false
115,せみ,"[{""word"": ""せみがいる"", ""reading"": ""せみがいる"", ""meaning"": ""there is a cicada"", ""tags"": []}]","[{""word"": ""せみがいる"", ""reading"": ""せみがいる"", ""meaning"": ""there is a cicada"", ""tags"": []}, {""word"": ""小さいせみ"", ""reading"": ""ちいさいせみ"", ""meaning"": ""a small cicada""}, {""word"": ""せみを見に行く"", ""reading"": ""せみをみにいく"", ""meaning"": ""go see cicada""}]","[{""word"": ""ぜみ"", ""reading"": ""ぜみ"", ""meaning"": ""(non-word)""}]",1,Animals,cicada,,native Japanese,hiragana,蝉,2,false
116,くも,"[{""word"": ""くもがいる"", ""reading"": ""くもがいる"", ""meaning"": ""there is a spider"", ""tags"": []}]","[{""word"": ""くもがいる"", ""reading"": ""くもがいる"", ""meaning"": ""there is a spider"", ""tags"": []}, {""word"": ""小さいくも"", ""reading"": ""ちいさいくも"", ""meaning"": ""a small spider""}, {""word"": ""くもを見に行く"", ""reading"": ""くもをみにいく"", ""meaning"": ""go see spider""}]","[{""word"": ""ぐも"", ""reading"": ""ぐも"", ""meaning"": ""(non-word)""}]",1,Animals,spider,,native Japanese,hiragana,蜘蛛,2,false
117,ごきぶり,"[{""word"": ""ごきぶりがいる"", ""reading"": ""ごきぶりがいる"", ""meaning"": ""there is a cockroach"", ""tags"": []}]","[{""word"": ""ごきぶりがいる"", ""reading"": ""ごきぶりがいる"", ""meaning"": ""there is a cockroach"", ""tags"": []}, {""word"": ""小さいごきぶり"", ""reading"": ""ちいさいごきぶり"", ""meaning"": ""a small cockroach""}, {""word"": ""ごきぶりを見に行く"", ""reading"": ""ごきぶりをみにいく"", ""meaning"": ""go see cockroach""}]","[{""word"": ""こきぶり"", ""reading"": ""こきぶり"", ""meaning"": ""(non-word)""}, {""word"": ""ごぎぶり"", ""reading"": ""ごぎぶり"", ""meaning"": ""(non-word)""}, {""word"": ""ごきふり"", ""reading"": ""ごきふり"", ""meaning"": ""(non-word)""}]",1,Animals,cockroach,,native Japanese,hiragana,蜚蠊,4,false
118,みみず,"[{""word"": ""みみずがいる"", ""reading"": ""みみずがいる"", ""meaning"": ""there is a earthworm"", ""tags"": []}]","[{""word"": ""みみずがいる"", ""reading"": ""みみずがいる"", ""meaning"": ""there is a earthworm"", ""tags"": []}, {""word"": ""小さいみみず"", ""reading"": ""ちいさいみみず"", ""meaning"": ""a small earthworm""}, {""word"": ""みみずを見に行く"", ""reading"": ""みみずをみにいく"", ""meaning"": ""go see earthworm""}]","[{""word"": ""みみす"", ""reading"": ""みみす"", ""meaning"": ""(non-word)""}, {""word"": ""みみっず"", ""reading"": ""みみっず"", ""meaning"": ""(non-word)""}, {""word"": ""みみ"", ""reading"": ""みみ"", ""meaning"": ""(non-word)""}]",1,Animals,earthworm,,native Japanese,hiragana,蚯蚓,3,false
119,ふくろう,"[{""word"": ""ふくろうがいる"", ""reading"": ""ふくろうがいる"", ""meaning"": ""there is a owl"", ""tags"": []}]","[{""word"": ""ふくろうがいる"", ""reading"": ""ふくろうがいる"", ""meaning"": ""there is a owl"", ""tags"": []}, {""word"": ""小さいふくろう"", ""reading"": ""ちいさいふくろう"", ""meaning"": ""a small owl""}, {""word"": ""ふくろうを見に行く"", ""reading"": ""ふくろうをみにいく"", ""meaning"": ""go see owl""}]","[{""word"": ""ぶくろう"", ""reading"": ""ぶくろう"", ""meaning"": ""(non-word)""}, {""word"": ""ふぐろう"", ""reading"": ""ふぐろう"", ""meaning"": ""(non-word)""}, {""word"": ""ふくっろう"", ""reading"": ""ふくっろう"", ""meaning"": ""(non-word)""}]",1,Animals,owl,,native Japanese,hiragana,梟,4,false
120,こうもり,"[{""word"": ""こうもりがいる"", ""reading"": ""こうもりがいる"", ""meaning"": ""there is a bat"", ""tags"": []}]","[{""word"": ""こうもりがいる"", ""reading"": ""こうもりがいる"", ""meaning"": ""there is a bat"", ""tags"": []}, {""word"": ""小さいこうもり"", ""reading"": ""ちいさいこうもり"", ""meaning"": ""a small bat""}, {""word"": ""こうもりを見に行く"", ""reading"": ""こうもりをみにいく"", ""meaning"": ""go see bat""}]","[{""word"": ""ごうもり"", ""reading"": ""ごうもり"", ""meaning"": ""(non-word)""}, {""word"": ""こうっもり"", ""reading"": ""こうっもり"", ""meaning"": ""(non-word)""}, {""word"": ""こうも"", ""reading"": ""こうも"", ""meaning"": ""(non-word)""}]",1,Animals,bat,,native Japanese,hiragana,蝙蝠,4,false
121,パン,"[{""word"": ""パンを食べる"", ""reading"": ""ぱんをたべる"", ""meaning"": ""to eat bread"", ""tags"": []}]","[{""word"": ""パンを食べる"", ""reading"": ""ぱんをたべる"", ""meaning"": ""to eat bread"", ""tags"": []}, {""word"": ""パンを買って帰る"", ""reading"": ""ぱんをかってかえる"", ""meaning"": ""buy bread and head home""}, {""word"": ""パンを作る"", ""reading"": ""ぱんをつくる"", ""meaning"": ""make bread""}]","[{""word"": ""パーン"", ""reading"": ""ぱーん"", ""meaning"": ""(non-word)""}, {""word"": ""バン"", ""reading"": ""ばん"", ""meaning"": ""(non-word)""}, {""word"": ""パソ"", ""reading"": ""ぱそ"", ""meaning"": ""(non-word)""}]",2,Dining,bread,,from Portuguese pão,katakana,麺麭,2,false
122,コーヒー,"[{""word"": ""コーヒーを飲む"", ""reading"": ""こーひーをのむ"", ""meaning"": ""to drink coffee"", ""tags"": []}]","[{""word"": ""コーヒーを飲む"", ""reading"": ""こーひーをのむ"", ""meaning"": ""to drink coffee"", ""tags"": []}, {""word"": ""冷たいコーヒー"", ""reading"": ""つめたいこーひー"", ""meaning"": ""a cold coffee""}, {""word"": ""コーヒーを飲みに行く"", ""reading"": ""こーひーをのみにいく"", ""meaning"": ""go out for coffee""}]","[{""word"": ""コヒー"", ""reading"": ""こひー"", ""meaning"": ""(non-word)""}, {""word"": ""ゴーヒー"", ""reading"": ""ごーひー"", ""meaning"": ""(non-word)""}, {""word"": ""コービー"", ""reading"": ""こーびー"", ""meaning"": ""(non-word)""}]",2,Dining,coffee,,from English coffee,katakana,珈琲,4,false
123,ビール,"[{""word"": ""ビールを飲む"", ""reading"": ""びーるをのむ"", ""meaning"": ""to drink beer"", ""tags"": []}]","[{""word"": ""ビールを飲む"", ""reading"": ""びーるをのむ"", ""meaning"": ""to drink beer"", ""tags"": []}, {""word"": ""冷たいビール"", ""reading"": ""つめたいびーる"", ""meaning"": ""a cold beer""}, {""word"": ""ビールを飲みに行く"", ""reading"": ""びーるをのみにいく"", ""meaning"": ""go out for beer""}]","[{""word"": ""ビル"", ""reading"": ""びる"", ""meaning"": ""(non-word)""}, {""word"": ""ピール"", ""reading"": ""ぴーる"", ""meaning"": ""(non-word)""}, {""word"": ""ビーッル"", ""reading"": ""びーっる"", ""meaning"": ""(non-word)""}]",2,Dining,beer,,from Dutch bier,katakana,麦酒,3,false
124,ソーダ,"[{""word"": ""ソーダを飲む"", ""reading"": ""そーだをのむ"", ""meaning"": ""to drink soda"", ""tags"": []}]","[{""word"": ""ソーダを飲む"", ""reading"": ""そーだをのむ"", ""meaning"": ""to drink soda"", ""tags"": []}, {""word"": ""冷たいソーダ"", ""reading"": ""つめたいそーだ"", ""meaning"": ""a cold soda""}, {""word"": ""ソーダを飲みに行く"", ""reading"": ""そーだをのみにいく"", ""meaning"": ""go out for soda""}]","[{""word"": ""ソダ"", ""reading"": ""そだ"", ""meaning"": ""(non-word)""}, {""word"": ""ゾーダ"", ""reading"": ""ぞーだ"", ""meaning"": ""(non-word)""}, {""word"": ""ソータ"", ""reading"": ""そーた"", ""meaning"": ""(non-word)""}]",2,Dining,soda,,from English soda,katakana,曹達,3,false
125,ラーメン,"[{""word"": ""ラーメンを食べる"", ""reading"": ""らーめんをたべる"", ""meaning"": ""to eat ramen"", ""tags"": []}]","[{""word"": ""ラーメンを食べる"", ""reading"": ""らーめんをたべる"", ""meaning"": ""to eat ramen"", ""tags"": []}, {""word"": ""ラーメンを買って帰る"", ""reading"": ""らーめんをかってかえる"", ""meaning"": ""buy ramen and head home""}, {""word"": ""ラーメンを作る"", ""reading"": ""らーめんをつくる"", ""meaning"": ""make ramen""}]","[{""word"": ""ラメン"", ""reading"": ""らめん"", ""meaning"": ""(non-word)""}, {""word"": ""ラーメソ"", ""reading"": ""らーめそ"", ""meaning"": ""(non-word)""}, {""word"": ""ラーッメン"", ""reading"": ""らーっめん"", ""meaning"": ""(non-word)""}]",2,Dining,ramen,,from Chinese 拉麺 (lamian),katakana,拉麺,4,false
126,カステラ,"[{""word"": ""カステラを食べる"", ""reading"": ""かすてらをたべる"", ""meaning"": ""to eat castella cake"", ""tags"": []}]","[{""word"": ""カステラを食べる"", ""reading"": ""かすてらをたべる"", ""meaning"": ""to eat castella cake"", ""tags"": []}, {""word"": ""カステラを買って帰る"", ""reading"": ""かすてらをかってかえる"", ""meaning"": ""buy castella cake and head home""}, {""word"": ""カステラを作る"", ""reading"": ""かすてらをつくる"", ""meaning"": ""make castella cake""}]","[{""word"": ""カーステラ"", ""reading"": ""かーすてら"", ""meaning"": ""(non-word)""}, {""word"": ""ガステラ"", ""reading"": ""がすてら"", ""meaning"": ""(non-word)""}, {""word"": ""カズテラ"", ""reading"": ""かずてら"", ""meaning"": ""(non-word)""}]",2,Dining,castella cake,,from Portuguese (pão de) Castela,katakana,加須底羅,4,false
127,コンペイトウ,"[{""word"": ""コンペイトウを食べる"", ""reading"": ""こんぺいとうをたべる"", ""meaning"": ""to eat konpeito candy"", ""tags"": []}]","[{""word"": ""コンペイトウを食べる"", ""reading"": ""こんぺいとうをたべる"", ""meaning"": ""to eat konpeito candy"", ""tags"": []}, {""word"": ""コンペイトウを買って帰る"", ""reading"": ""こんぺいとうをかってかえる"", ""meaning"": ""buy konpeito candy and head home""}, {""word"": ""コンペイトウを作る"", ""reading"": ""こんぺいとうをつくる"", ""meaning"": ""make konpeito candy""}]","[{""word"": ""コーンペイトウ"", ""reading"": ""こーんぺいとう"", ""meaning"": ""(non-word)""}, {""word"": ""ゴンペイトウ"", ""reading"": ""ごんぺいとう"", ""meaning"": ""(non-word)""}, {""word"": ""コンベイトウ"", ""reading"": ""こんべいとう"", ""meaning"": ""(non-word)""}]",2,Dining,konpeito candy,,from Portuguese confeito,katakana,金平糖,6,false
128,レモン,"[{""word"": ""レモンを食べる"", ""reading"": ""れもんをたべる"", ""meaning"": ""to eat lemon"", ""tags"": []}]","[{""word"": ""レモンを食べる"", ""reading"": ""れもんをたべる"", ""meaning"": ""to eat lemon"", ""tags"": []}, {""word"": ""レモンを買って帰る"", ""reading"": ""れもんをかってかえる"", ""meaning"": ""buy lemon and head home""}, {""word"": ""レモンを作る"", ""reading"": ""れもんをつくる"", ""meaning"": ""make lemon""}]","[{""word"": ""レーモン"", ""reading"": ""れーもん"", ""meaning"": ""(non-word)""}, {""word"": ""レモソ"", ""reading"": ""れもそ"", ""meaning"": ""(non-word)""}, {""word"": ""レモッン"", ""reading"": ""れもっん"", ""meaning"": ""(non-word)""}]",2,Dining,lemon,,from English lemon,katakana,檸檬,3,false
129,バナナ,"[{""word"": ""バナナを食べる"", ""reading"": ""ばななをたべる"", ""meaning"": ""to eat banana"", ""tags"": []}]","[{""word"": ""バナナを食べる"", ""reading"": ""ばななをたべる"", ""meaning"": ""to eat banana"", ""tags"": []}, {""word"": ""バナナを買って帰る"", ""reading"": ""ばななをかってかえる"", ""meaning"": ""buy banana and head home""}, {""word"": ""バナナを作る"", ""reading"": ""ばななをつくる"", ""meaning"": ""make banana""}]","[{""word"": ""バーナナ"", ""reading"": ""ばーなな"", ""meaning"": ""(non-word)""}, {""word"": ""パナナ"", ""reading"": ""ぱなな"", ""meaning"": ""(non-word)""}, {""word"": ""バナッナ"", ""reading"": ""ばなっな"", ""meaning"": ""(non-word)""}]",2,Dining,banana,,from English banana,katakana,甘蕉,3,false
130,トマト,"[{""word"": ""トマトを食べる"", ""reading"": ""とまとをたべる"", ""meaning"": ""to eat tomato"", ""tags"": []}]","[{""word"": ""トマトを食べる"", ""reading"": ""とまとをたべる"", ""meaning"": ""to eat tomato"", ""tags"": []}, {""word"": ""トマトを買って帰る"", ""reading"": ""とまとをかってかえる"", ""meaning"": ""buy tomato and head home""}, {""word"": ""トマトを作る"", ""reading"": ""とまとをつくる"", ""meaning"": ""make tomato""}]","[{""word"": ""トーマト"", ""reading"": ""とーまと"", ""meaning"": ""(non-word)""}, {""word"": ""ドマト"", ""reading"": ""どまと"", ""meaning"": ""(non-word)""}, {""word"": ""トマド"", ""reading"": ""とまど"", ""meaning"": ""(non-word)""}]",2,Dining,tomato,,from English tomato,katakana,蕃茄,3,false
131,キャベツ,"[{""word"": ""キャベツを食べる"", ""reading"": ""きゃべつをたべる"", ""meaning"": ""to eat cabbage"", ""tags"": []}]","[{""word"": ""キャベツを食べる"", ""reading"": ""きゃべつをたべる"", ""meaning"": ""to eat cabbage"", ""tags"": []}, {""word"": ""キャベツを買って帰る"", ""reading"": ""きゃべつをかってかえる"", ""meaning"": ""buy cabbage and head home""}, {""word"": ""キャベツを作る"", ""reading"": ""きゃべつをつくる"", ""meaning"": ""make cabbage""}]","[{""word"": ""キーャベツ"", ""reading"": ""きーゃべつ"", ""meaning"": ""(non-word)""}, {""word"": ""ギャベツ"", ""reading"": ""ぎゃべつ"", ""meaning"": ""(non-word)""}, {""word"": ""キャペツ"", ""reading"": ""きゃぺつ"", ""meaning"": ""(non-word)""}]",2,Dining,cabbage,,from English cabbage,katakana,甘藍,4,false
132,カボチャ,"[{""word"": ""カボチャを食べる"", ""reading"": ""かぼちゃをたべる"", ""meaning"": ""to eat pumpkin"", ""tags"": []}]","[{""word"": ""カボチャを食べる"", ""reading"": ""かぼちゃをたべる"", ""meaning"": ""to eat pumpkin"", ""tags"": []}, {""word"": ""カボチャを買って帰る"", ""reading"": ""かぼちゃをかってかえる"", ""meaning"": ""buy pumpkin and head home""}, {""word"": ""カボチャを作る"", ""reading"": ""かぼちゃをつくる"", ""meaning"": ""make pumpkin""}]","[{""word"": ""カーボチャ"", ""reading"": ""かーぼちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""ガボチャ"", ""reading"": ""がぼちゃ"", ""meaning"": ""(non-word)""}, {""word"": ""カポチャ"", ""reading"": ""かぽちゃ"", ""meaning"": ""(non-word)""}]",2,Dining,pumpkin,,"from Camboja (Cambodia), via Portuguese",katakana,南瓜,4,false
